clinvar,mane,mane_aa,alphafold
189547,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189594,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189595,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189549,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189553,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189556,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189568,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189571,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189573,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189583,NM_001323289.2,NP_001310218.1,AF-O76039-F1
189779,NM_021098.3,NP_066921.2,AF-O95180-F1
189781,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
189783,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
189787,NM_003673.4,NP_003664.1,AF-A2TDC0-F1
189791,NM_001164688.2,NP_001158160.1,AF-Q7Z3Z2-F1
189792,NM_001164688.2,NP_001158160.1,AF-Q7Z3Z2-F1
189794,NM_001164688.2,NP_001158160.1,AF-Q7Z3Z2-F1
189795,NM_003816.3,NP_003807.1,AF-Q13443-F1
189811,NM_002734.5,NP_002725.1,AF-B2R5T5-F1
189834,NM_145199.3,NP_660200.1,AF-Q9Y234-F1
189835,NM_145199.3,NP_660200.1,AF-Q9Y234-F1
189836,NM_145199.3,NP_660200.1,AF-Q9Y234-F1
189839,NM_004168.4,NP_004159.2,AF-A0A024QZ30-F1
189893,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189896,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190019,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189912,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189859,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189965,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189932,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189944,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189943,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189876,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189926,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189966,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189970,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189907,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190026,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189897,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189845,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189922,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190011,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190005,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189921,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189870,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189964,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189998,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189911,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190007,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189923,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189976,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189843,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189890,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189846,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189947,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189903,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190014,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189856,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189942,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189991,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189952,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189968,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189985,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189847,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190029,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189887,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190028,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190013,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189879,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189986,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189883,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189933,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189891,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189902,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189861,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189873,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190008,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189884,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189889,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189975,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189935,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190016,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189999,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189992,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189858,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189867,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189882,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189961,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189869,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189978,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189874,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189924,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189984,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189949,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189844,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189938,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189863,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189857,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189957,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189971,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189917,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189901,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189900,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189969,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189958,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189886,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189906,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190010,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189941,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190006,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189892,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189936,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189908,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189848,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189953,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189973,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189920,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189880,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189928,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189913,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189888,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189963,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189872,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189931,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190018,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189945,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189960,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190017,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189962,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189993,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190009,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190021,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189934,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189982,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189915,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189871,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190004,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189997,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189904,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190012,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190024,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189927,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189967,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190002,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189862,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189956,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189899,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189925,NM_001165963.4,NP_001159435.1,AF-P35498-F1
189894,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190023,NM_001165963.4,NP_001159435.1,AF-P35498-F1
190102,NM_001605.3,NP_001596.2,AF-P49588-F1
190105,NM_173354.5,NP_775490.2,AF-P57059-F1
190106,NM_173354.5,NP_775490.2,AF-P57059-F1
190107,NM_173354.5,NP_775490.2,AF-P57059-F1
190108,NM_173354.5,NP_775490.2,AF-P57059-F1
190109,NM_173354.5,NP_775490.2,AF-P57059-F1
190118,NM_002143.3,NP_002134.2,AF-P84074-F1
190119,NM_002143.3,NP_002134.2,AF-P84074-F1
190120,NM_002143.3,NP_002134.2,AF-P84074-F1
190121,NM_004958.4,NP_004949.1,AF-P42345-F1
190130,NM_001451.3,NP_001442.2,AF-Q12946-F1
982266,NM_016360.4,NP_057444.2,AF-Q9BSH4-F1
190213,NM_004628.5,NP_004619.3,AF-Q01831-F1
190211,NM_004628.5,NP_004619.3,AF-Q01831-F1
190209,NM_004628.5,NP_004619.3,AF-Q01831-F1
190170,NM_000124.4,NP_000115.1,AF-Q03468-F1
190163,NM_000124.4,NP_000115.1,AF-Q03468-F1
190160,NM_000124.4,NP_000115.1,AF-Q03468-F1
190158,NM_000124.4,NP_000115.1,AF-Q03468-F1
190155,NM_000124.4,NP_000115.1,AF-Q03468-F1
190147,NM_000124.4,NP_000115.1,AF-Q03468-F1
190203,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190198,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190187,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190184,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190183,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190178,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190180,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190205,NM_001110556.2,NP_001104026.1,AF-P21333-F1
190217,NM_000372.5,NP_000363.1,AF-L8B082-F1
190225,NM_001165963.4,NP_001159435.1,AF-P35498-F1
239652,NM_004168.4,NP_004159.2,AF-A0A024QZ30-F1
190220,NM_001008537.3,NP_001008537.1,AF-Q5QGS0-F1
190226,NM_017763.6,NP_060233.3,AF-Q68DV7-F1
190229,NM_002485.5,NP_002476.2,AF-O60934-F1
190228,NM_002485.5,NP_002476.2,AF-O60934-F1
190231,NM_006129.5,NP_006120.1,AF-P13497-F1
190232,NM_006129.5,NP_006120.1,AF-P13497-F1
190233,NM_006129.5,NP_006120.1,AF-P13497-F1
190234,NM_006129.5,NP_006120.1,AF-P13497-F1
190237,NM_001572.5,NP_001563.2,AF-Q92985-F1
190238,NM_001572.5,NP_001563.2,AF-Q92985-F1
190241,NM_001987.5,NP_001978.1,AF-A0A0S2Z3C9-F1
190250,NM_021728.4,NP_068374.1,AF-F1T0D1-F1
190251,NM_021728.4,NP_068374.1,AF-F1T0D1-F1
190253,NM_198994.3,NP_945345.2,AF-O95932-F1
190286,NM_006245.4,NP_006236.1,AF-A0A024RD11-F1
190287,NM_006245.4,NP_006236.1,AF-A0A024RD11-F1
190302,NM_001135998.3,NP_001129470.1,AF-Q9NX14-F1
190305,NM_006912.6,NP_008843.1,AF-Q92963-F1
190308,NM_015100.4,NP_055915.2,AF-Q7Z3K3-F1
190309,NM_001987.5,NP_001978.1,AF-A0A0S2Z3C9-F1
190311,NM_004408.4,NP_004399.2,AF-Q05193-F1
190312,NM_014225.6,NP_055040.2,AF-A8K7B7-F1
190313,NM_014225.6,NP_055040.2,AF-A8K7B7-F1
190314,NM_153816.6,NP_722523.1,AF-Q9Y5W7-F1
190317,NM_153816.6,NP_722523.1,AF-Q9Y5W7-F1
190318,NM_153816.6,NP_722523.1,AF-Q9Y5W7-F1
190319,NM_153816.6,NP_722523.1,AF-Q9Y5W7-F1
190323,NM_001957.4,NP_001948.1,AF-P25101-F1
190324,NM_001957.4,NP_001948.1,AF-P25101-F1
190325,NM_004974.4,NP_004965.1,AF-P16389-F1
190326,NM_004974.4,NP_004965.1,AF-P16389-F1
190327,NM_004974.4,NP_004965.1,AF-P16389-F1
190328,NM_004974.4,NP_004965.1,AF-P16389-F1
190329,NM_014423.4,NP_055238.1,AF-Q9UHB7-F1
190330,NM_014423.4,NP_055238.1,AF-Q9UHB7-F1
190331,NM_014423.4,NP_055238.1,AF-Q9UHB7-F1
190363,NM_002055.5,NP_002046.1,AF-P14136-F1
190361,NM_002055.5,NP_002046.1,AF-P14136-F1
190362,NM_002055.5,NP_002046.1,AF-P14136-F1
190360,NM_002055.5,NP_002046.1,AF-P14136-F1
190358,NM_002055.5,NP_002046.1,AF-P14136-F1
190357,NM_002055.5,NP_002046.1,AF-P14136-F1
190355,NM_002055.5,NP_002046.1,AF-P14136-F1
190354,NM_002055.5,NP_002046.1,AF-P14136-F1
190350,NM_002055.5,NP_002046.1,AF-P14136-F1
190349,NM_002055.5,NP_002046.1,AF-P14136-F1
190348,NM_002055.5,NP_002046.1,AF-P14136-F1
190346,NM_002055.5,NP_002046.1,AF-P14136-F1
190343,NM_002055.5,NP_002046.1,AF-P14136-F1
190368,NM_002055.5,NP_002046.1,AF-P14136-F1
190340,NM_002055.5,NP_002046.1,AF-P14136-F1
190339,NM_002055.5,NP_002046.1,AF-P14136-F1
190338,NM_002055.5,NP_002046.1,AF-P14136-F1
190337,NM_002055.5,NP_002046.1,AF-P14136-F1
190335,NM_002055.5,NP_002046.1,AF-P14136-F1
190334,NM_002055.5,NP_002046.1,AF-P14136-F1
190333,NM_002055.5,NP_002046.1,AF-P14136-F1
190356,NM_002055.5,NP_002046.1,AF-P14136-F1
190373,NM_006017.3,NP_006008.1,AF-O43490-F1
190378,NM_002755.4,NP_002746.1,AF-A4QPA9-F1
190379,NM_000183.3,NP_000174.1,AF-P55084-F1
190391,NM_020458.4,NP_065191.2,AF-Q9ULT0-F1
190392,NM_020458.4,NP_065191.2,AF-Q9ULT0-F1
190393,NM_020458.4,NP_065191.2,AF-Q9ULT0-F1
190394,NM_020458.4,NP_065191.2,AF-Q9ULT0-F1
190400,NM_007375.4,NP_031401.1,AF-A0A024R4E2-F1
190403,NM_000257.4,NP_000248.2,AF-P12883-F1
190407,NM_000257.4,NP_000248.2,AF-P12883-F1
190406,NM_000257.4,NP_000248.2,AF-P12883-F1
190451,NM_153747.2,NP_714969.1,AF-Q92535-F1
190452,NM_000079.4,NP_000070.1,AF-Q53SH4-F1
190449,NM_005006.7,NP_004997.4,AF-E5KRK5-F1
190462,NM_024572.4,NP_078848.2,AF-Q96FL9-F1
190464,NM_000181.4,NP_000172.2,AF-P08236-F1
190460,NM_000181.4,NP_000172.2,AF-P08236-F1
190463,NM_000181.4,NP_000172.2,AF-P08236-F1
190465,NM_018676.4,NP_061146.1,AF-A0A024R064-F1
190456,NM_018676.4,NP_061146.1,AF-A0A024R064-F1
190453,NM_001079514.3,NP_001072982.1,AF-Q9NPG3-F1
190467,NM_005592.4,NP_005583.1,AF-O15146-F1
190468,NM_002582.4,NP_002573.1,AF-O95453-F1
190469,NM_002582.4,NP_002573.1,AF-O95453-F1
190471,NM_002582.4,NP_002573.1,AF-O95453-F1
190476,NM_001242896.3,NP_001229825.1,AF-O75140-F1
190478,NM_001040431.3,NP_001035521.1,AF-A0A024R1X4-F1
190480,NM_032492.4,NP_115881.3,AF-Q8N5M9-F1
190479,NM_032492.4,NP_115881.3,AF-Q8N5M9-F1
190481,NM_032492.4,NP_115881.3,AF-Q8N5M9-F1
190748,NM_001232.4,NP_001223.2,AF-O14958-F1
190755,NM_001232.4,NP_001223.2,AF-O14958-F1
190745,NM_001232.4,NP_001223.2,AF-O14958-F1
190743,NM_001232.4,NP_001223.2,AF-O14958-F1
190834,NM_004387.4,NP_004378.1,AF-A0A0S2Z383-F1
190725,NM_201596.3,NP_963890.2,AF-Q08289-F1
190808,NM_000891.3,NP_000882.1,AF-P63252-F1
190812,NM_000891.3,NP_000882.1,AF-P63252-F1
190813,NM_000891.3,NP_000882.1,AF-P63252-F1
190815,NM_000891.3,NP_000882.1,AF-P63252-F1
190816,NM_000891.3,NP_000882.1,AF-P63252-F1
190820,NM_000891.3,NP_000882.1,AF-P63252-F1
190871,NM_001037.5,NP_001028.1,AF-Q07699-F1
190798,NM_172201.2,NP_751951.1,AF-Q9Y6J6-F1
190940,NM_022134.3,NP_071417.2,AF-Q9H3Q3-F1
190959,NM_145200.5,NP_660201.1,AF-P57796-F1
190967,NM_144499.3,NP_653082.1,AF-A1LQ23-F1
190968,NM_144499.3,NP_653082.1,AF-A1LQ23-F1
190977,NM_022787.4,NP_073624.2,AF-A0A024R4E1-F1
190978,NM_004431.5,NP_004422.2,AF-A0A024QZA8-F1
190979,NM_003680.4,NP_003671.1,AF-A0A0S2Z4R1-F1
190980,NM_001625.4,NP_001616.1,AF-A0A140VK93-F1
190981,NM_022356.4,NP_071751.3,AF-Q32P28-F1
190984,NM_000350.3,NP_000341.2,AF-P78363-F1
190985,NM_000350.3,NP_000341.2,AF-P78363-F1
190990,NM_201253.3,NP_957705.1,AF-P82279-F1
190993,NM_000228.3,NP_000219.2,AF-A0A0S2Z3R6-F1
191000,NM_001033855.3,NP_001029027.1,AF-Q96SD1-F1
191004,NM_033100.4,NP_149091.1,AF-F1T0L2-F1
191005,NM_033100.4,NP_149091.1,AF-F1T0L2-F1
191006,NM_007078.3,NP_009009.1,AF-O75112-F1
191007,NM_213606.4,NP_998771.3,AF-Q6ZSM3-F1
191009,NM_006204.4,NP_006195.3,AF-P51160-F1
191010,NM_006204.4,NP_006195.3,AF-P51160-F1
191012,NM_006204.4,NP_006195.3,AF-P51160-F1
191013,NM_000195.5,NP_000186.2,AF-Q92902-F1
191016,NM_001368894.2,NP_001355823.1,AF-F1T0F8-F1
191018,NM_000536.4,NP_000527.2,AF-P55895-F1
191020,NM_000256.3,NP_000247.2,AF-Q14896-F1
191021,NM_000256.3,NP_000247.2,AF-Q14896-F1
191022,NM_032193.4,NP_115569.2,AF-A0A024R5B3-F1
191027,NM_031433.4,NP_113621.1,AF-Q9BY79-F1
191030,NM_020634.3,NP_065685.1,AF-Q9NR23-F1
191031,NM_020661.4,NP_065712.1,AF-Q546Y9-F1
191036,NM_001844.5,NP_001835.3,AF-P02458-F1
191038,NM_006009.4,NP_006000.2,AF-Q71U36-F1
191039,NM_002282.3,NP_002273.3,AF-P78385-F1
191040,NM_018451.5,NP_060921.3,AF-Q9HC77-F1
191042,NM_024570.4,NP_078846.2,AF-Q5TBB1-F1
191043,NM_002471.4,NP_002462.2,AF-P13533-F1
191045,NM_005249.5,NP_005240.3,AF-P55316-F1
191046,NM_015915.5,NP_056999.2,AF-A0A0S2Z5B0-F1
191050,NM_018418.5,NP_060888.2,AF-Q9P0W8-F1
191051,NM_001080414.4,NP_001073883.2,AF-Q9P219-F1
191052,NM_014967.5,NP_055782.3,AF-Q9Y2M0-F1
191055,NM_000070.3,NP_000061.1,AF-P20807-F1
191057,NM_000070.3,NP_000061.1,AF-P20807-F1
191058,NM_174916.3,NP_777576.1,AF-Q8IWV7-F1
191059,NM_014249.4,NP_055064.1,AF-Q9Y5X4-F1
191060,NM_014249.4,NP_055064.1,AF-Q9Y5X4-F1
191062,NM_014249.4,NP_055064.1,AF-Q9Y5X4-F1
191063,NM_000326.5,NP_000317.1,AF-P12271-F1
191065,NM_004380.3,NP_004371.2,AF-Q92793-F1
191066,NM_020686.6,NP_065737.2,AF-P80404-F1
191067,NM_004530.6,NP_004521.1,AF-A0A024R6R4-F1
191069,NM_000180.4,NP_000171.1,AF-Q02846-F1
191070,NM_000180.4,NP_000171.1,AF-Q02846-F1
191071,NM_000382.3,NP_000373.1,AF-P51648-F1
191072,NM_178170.3,NP_835464.1,AF-Q86SG6-F1
191073,NM_000286.3,NP_000277.1,AF-O00623-F1
191074,NM_000286.3,NP_000277.1,AF-O00623-F1
191078,NM_139276.3,NP_644805.1,AF-P40763-F1
191083,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
191084,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
191085,NM_003835.4,NP_003826.2,AF-O75916-F1
191086,NM_001126121.2,NP_001119593.1,AF-Q5JPC1-F1
191088,NM_019613.4,NP_062559.2,AF-Q5MNZ6-F1
191091,NM_001353214.3,NP_001340143.1,AF-A0A6Q8PF81-F1
191092,NM_001353214.3,NP_001340143.1,AF-A0A6Q8PF81-F1
191093,NM_001353214.3,NP_001340143.1,AF-A0A6Q8PF81-F1
191094,NM_001353214.3,NP_001340143.1,AF-A0A6Q8PF81-F1
191095,NM_001353214.3,NP_001340143.1,AF-A0A6Q8PF81-F1
191096,NM_005359.6,NP_005350.1,AF-A0A024R274-F1
191097,NM_001365902.3,NP_001352831.1,AF-Q14938-F1
191099,NM_001136035.4,NP_001129507.1,AF-A0A024R7I5-F1
191100,NM_005804.4,NP_005795.2,AF-O00148-F1
191101,NM_000215.4,NP_000206.2,AF-A0A024R7M7-F1
191102,NM_000215.4,NP_000206.2,AF-A0A024R7M7-F1
191108,NM_005633.4,NP_005624.2,AF-Q07889-F1
191109,NM_133259.4,NP_573566.2,AF-P42704-F1
191118,NM_014014.5,NP_054733.2,AF-O75643-F1
191119,NM_020184.4,NP_064569.3,AF-Q6P4Q7-F1
191120,NM_001298.3,NP_001289.1,AF-Q16281-F1
191121,NM_001298.3,NP_001289.1,AF-Q16281-F1
191122,NM_001298.3,NP_001289.1,AF-Q16281-F1
191123,NM_006343.3,NP_006334.2,AF-Q12866-F1
191124,NM_006343.3,NP_006334.2,AF-Q12866-F1
191125,NM_006343.3,NP_006334.2,AF-Q12866-F1
191126,NM_012233.3,NP_036365.1,AF-B9A6J2-F1
191146,NM_006891.4,NP_008822.2,AF-A0A140CTX7-F1
191147,NM_020989.4,NP_066269.1,AF-A0A0X8GLL6-F1
191148,NM_024782.3,NP_079058.1,AF-Q9H9Q4-F1
191149,NM_015311.3,NP_056126.1,AF-O75147-F1
191150,NM_000092.5,NP_000083.3,AF-P53420-F1
191151,NM_000091.5,NP_000082.2,AF-Q01955-F1
191152,NM_004826.4,NP_004817.2,AF-A0A6F7YIA8-F1
191153,NM_001195129.2,NP_001182058.1,AF-P0CW18-F1
191154,NM_005199.5,NP_005190.4,AF-A0A6F7YAP6-F1
191155,NM_002242.4,NP_002233.2,AF-O60928-F1
191157,NM_024101.7,NP_077006.1,AF-Q9BV36-F1
191161,NM_015338.6,NP_056153.2,AF-Q8IXJ9-F1
191167,NM_001848.3,NP_001839.2,AF-A0A384P5H7-F1
191170,NM_001429.4,NP_001420.2,AF-Q09472-F1
191172,NM_001953.5,NP_001944.1,AF-E5KRG5-F1
191173,NM_015340.4,NP_056155.1,AF-Q15031-F1
191174,NM_000258.3,NP_000249.1,AF-A0A024R2Q5-F1
191176,NM_002292.4,NP_002283.3,AF-P55268-F1
191177,NM_001174150.2,NP_001167621.1,AF-Q3SXY8-F1
191180,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
191181,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
191182,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
191183,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
191184,NM_052989.3,NP_443715.1,AF-Q9HBG6-F1
191185,NM_052989.3,NP_443715.1,AF-Q9HBG6-F1
191187,NM_153717.3,NP_714928.1,AF-P57679-F1
191188,NM_001378615.1,NP_001365544.1,AF-Q9P2K1-F1
191190,NM_025132.4,NP_079408.3,AF-Q8NEZ3-F1
191191,NM_001098484.3,NP_001091954.1,AF-Q9Y6R1-F1
191196,NM_002185.5,NP_002176.2,AF-P16871-F1
191197,NM_000082.4,NP_000073.1,AF-Q13216-F1
191198,NM_000414.4,NP_000405.1,AF-A0A0S2Z4J1-F1
191199,NM_000414.4,NP_000405.1,AF-A0A0S2Z4J1-F1
191200,NM_002700.3,NP_002691.1,AF-Q15319-F1
191203,NM_022455.5,NP_071900.2,AF-Q96L73-F1
191204,NM_145649.5,NP_663624.1,AF-Q8N0V5-F1
191207,NM_003322.6,NP_003313.3,AF-O00294-F1
191209,NM_000287.4,NP_000278.3,AF-A0A024RD09-F1
191210,NM_014780.5,NP_055595.2,AF-Q14999-F1
191215,NM_004830.4,NP_004821.2,AF-Q9ULK4-F1
191218,NM_001101.5,NP_001092.1,AF-P60709-F1
191219,NM_198428.3,NP_940820.1,AF-A0A090N8P4-F1
191221,NM_000466.3,NP_000457.1,AF-O43933-F1
191222,NM_000089.4,NP_000080.2,AF-P08123-F1
191224,NM_006269.2,NP_006260.1,AF-P56715-F1
191227,NM_018972.4,NP_061845.2,AF-Q8TB36-F1
191228,NM_018972.4,NP_061845.2,AF-Q8TB36-F1
191229,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
191230,NM_000127.3,NP_000118.2,AF-Q16394-F1
191231,NM_002546.4,NP_002537.3,AF-O00300-F1
191233,NM_001160372.4,NP_001153844.1,AF-Q96Q05-F1
191234,NM_203447.4,NP_982272.2,AF-Q8NF50-F1
191235,NM_020944.3,NP_065995.1,AF-Q9HCG7-F1
191237,NM_001079802.2,NP_001073270.1,AF-O75072-F1
191239,NM_017617.5,NP_060087.3,AF-P46531-F1
191240,NM_017617.5,NP_060087.3,AF-P46531-F1
191241,NM_024757.5,NP_079033.4,AF-Q9H9B1-F1
191242,NM_024757.5,NP_079033.4,AF-Q9H9B1-F1
191246,NM_006915.3,NP_008846.2,AF-A0A1B2JLU2-F1
191251,NM_000390.4,NP_000381.1,AF-P24386-F1
191252,NM_000533.5,NP_000524.3,AF-A8K9L3-F1
191254,NM_000074.3,NP_000065.1,AF-P29965-F1
191259,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
191269,NM_002860.4,NP_002851.2,AF-P54886-F1
191286,NM_000428.3,NP_000419.1,AF-Q14767-F1
191291,NM_001163809.2,NP_001157281.1,AF-Q562E7-F1
191306,NM_152384.3,NP_689597.1,AF-A0A0S2Z626-F1
191321,NM_002292.4,NP_002283.3,AF-P55268-F1
191327,NM_001127671.2,NP_001121143.1,AF-P42702-F1
191335,NM_000823.4,NP_000814.2,AF-A0A090N8Y6-F1
191336,NM_000466.3,NP_000457.1,AF-O43933-F1
191340,NM_177924.5,NP_808592.2,AF-Q13510-F1
191344,NM_017570.5,NP_060040.1,AF-O14841-F1
191357,NM_201253.3,NP_957705.1,AF-P82279-F1
191360,NM_001029883.3,NP_001025054.1,AF-A6NGG8-F1
191354,NM_000283.4,NP_000274.3,AF-P35913-F1
191355,NM_006269.2,NP_006260.1,AF-P56715-F1
191356,NM_014714.4,NP_055529.2,AF-Q96RY7-F1
